CASE_NUM,CRIME_DESC,CHARGE_CODE,CHARGE_DESC,CRIME_PART,ADDRESS,CITY,DATE,CATEGORY,POINT_X,POINT_Y
210017564,DISORDERLY CONDUCT,5311,DISORDERLY CONDUCT,B,300 BLOCK S MAIN ST,ANN ARBOR,2021-06-04 22:57:00,PUBLIC PEACE,-83.74823769999995,42.27914750100007
210017717,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1200 BLOCK S UNIVERSITY AVE,ANN ARBOR,2021-06-06 01:04:00,ASSAULT - SIMPLE,-83.73427940099998,42.27478940000003
210017769,INTIMIDATION,1380,"TELEPHONE USED FOR HARASSMENT, THREATS",A,1400 BLOCK SUNSET RD,ANN ARBOR,2021-06-06 10:49:00,INTIMIDATION / STALKING,-83.76528819899994,42.29725670100004
210017717,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,1200 BLOCK S UNIVERSITY AVE,ANN ARBOR,2021-06-06 01:04:00,DAMAGE TO PROPERTY,-83.73427940099998,42.27478940000003
210017734,ALL OTHER,4877,FLEEING OR ELUDING POLICE (PENAL CODE),B,PLATT RD & PACKARD RD,ANN ARBOR,2021-06-06 02:49:00,OBSTRUCTING POLICE,-83.70011999999997,42.245060900000055
210017525,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,2500 BLOCK BRECKENRIDGE DR,ANN ARBOR,2021-06-04 18:26:00,DAMAGE TO PROPERTY,-83.78147249999995,42.263188300000024
210017800,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,700 BLOCK MILLER AVE,ANN ARBOR,2021-06-06 16:32:00,FRAUD,-83.75605829999995,42.284425500000054
210017767,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,2700 BLOCK S KNIGHTSBRIDGE CIR,ANN ARBOR,2021-06-05 18:02:30,LARCENY - ALL OTHER,-83.73241969999998,42.31279200000006
210017450,INTIMIDATION,1316,INTIMIDATION (ALSO INCLUDES INTERFERING WITH 911 CALL),A,1300 BLOCK LAKESHORE DR,ANN ARBOR,2021-06-03 15:30:00,INTIMIDATION / STALKING,-83.74382090099994,42.297315999000034
211000288,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,400 BLOCK S 5TH AVE,ANN ARBOR,2021-05-28 00:00:00,LARCENY - ALL OTHER,-83.74651579999994,42.277691900000036
210017700,ALL OTHER,5013,CONDITIONAL RELEASE VIOLATION,B,1500 BLOCK BROADWAY ST,ANN ARBOR,2021-06-05 23:07:00,OBSTRUCTING JUSTICE,-83.73132309899995,42.29292200000003
210017872,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,700 BLOCK CHURCH ST,ANN ARBOR,2021-06-07 01:11:00,BURGLARY - RESIDENTIAL,-83.73425360099998,42.27263040100007
210017922,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,3000 BLOCK CREEK DR,ANN ARBOR,2021-05-28 01:18:00,BURGLARY - RESIDENTIAL,-83.69755639999994,42.24406740000006
210016599,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2200 BLOCK DEXTER AVE,ANN ARBOR,2021-05-28 09:13:00,ASSAULT - SIMPLE,-83.77650750099997,42.28526880000004
210016599,ALL OTHER,5013,CONDITIONAL RELEASE VIOLATION,B,2200 BLOCK DEXTER AVE,ANN ARBOR,2021-05-28 09:13:00,OBSTRUCTING JUSTICE,-83.77650750099997,42.28526880000004
211000302,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,100 BLOCK HILL ST,ANN ARBOR,2021-06-02 07:15:00,LARCENY - ALL OTHER,-83.74825849999996,42.27141930000005
210017292,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1100 BLOCK MAIDEN LANE CT,ANN ARBOR,2021-06-03 02:33:00,ASSAULT - SIMPLE,-83.73309610099994,42.28891200000004
210017879,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1100 BLOCK S MAPLE RD,ANN ARBOR,2021-06-07 03:34:00,LARCENY - ALL OTHER,-83.78023689899999,42.26842940000006
210017152,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,PACKARD RD & PLATT RD,ANN ARBOR,2021-06-02 05:00:00,ASSAULT - SIMPLE,-83.70012459999998,42.24506510000003
210017923,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,1100 BLOCK PROSPECT ST,ANN ARBOR,2021-06-07 06:45:00,BURGLARY - RESIDENTIAL,-83.73491760099995,42.26875380000007
210017923,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,1100 BLOCK PROSPECT ST,ANN ARBOR,2021-06-07 06:45:00,MOTOR VEHICLE THEFT / FRAUD,-83.73491760099995,42.26875380000007
210017904,ALL OTHER,5013,CONDITIONAL RELEASE VIOLATION,B,2400 BLOCK E STADIUM BLVD,ANN ARBOR,2021-05-29 18:58:00,OBSTRUCTING JUSTICE,-83.71223369999996,42.258553601000074
210015905,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,300 BLOCK S STATE ST,ANN ARBOR,2021-05-22 17:08:00,LARCENY - ALL OTHER,-83.74114229999998,42.278683700000045
210017383,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,E WILLIAM ST & S MAIN ST,ANN ARBOR,2021-06-03 18:50:00,ASSAULT - SIMPLE,-83.74869559999996,42.277942299000074
210017285,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2200 BLOCK FULLER CT,ANN ARBOR,2021-06-02 23:09:00,LARCENY - FROM AUTO (LFA),-83.71579959999997,42.285308901000064
211000298,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,2200 BLOCK DEVON CIR,ANN ARBOR,2021-06-02 12:30:00,LARCENY - ALL OTHER,-83.71584980099999,42.30331510100007
211000299,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,2000 BLOCK HURON PKWY,ANN ARBOR,2021-06-03 13:19:30,LARCENY - ALL OTHER,-83.69413050099996,42.25826839900003
210014093,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,2000 BLOCK CHAMPAGNE DR,ANN ARBOR,2021-05-07 20:33:00,LARCENY - ALL OTHER,-83.71647589999998,42.234725000000026
210018068,INTIMIDATION,1384,"COMPUTER/INTERNET USED FOR HARASSMENT, THREATS",A,3000 BLOCK WOLVERINE DR,ANN ARBOR,2021-04-20 00:00:00,INTIMIDATION / STALKING,-83.69842840099994,42.237091500000076
211000297,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1200 BLOCK WHITE ST,ANN ARBOR,2021-06-03 12:00:00,LARCENY - ALL OTHER,-83.73960699999998,42.26628610000006
211000305,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,300 BLOCK S STATE ST,ANN ARBOR,2021-06-07 17:45:00,LARCENY - ALL OTHER,-83.74043689999996,42.27879860100006
210017915,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1500 BLOCK PINE VALLEY BLVD,ANN ARBOR,2021-06-07 12:34:00,ASSAULT - SIMPLE,-83.72675430099997,42.251504999000076
211000300,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,900 BLOCK DEWEY AVE,ANN ARBOR,2021-06-03 21:00:00,LARCENY - ALL OTHER,-83.73623709999998,42.266120700000045
210017488,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2695,OBTAINING MONEY UNDER FALSE PRETENSES,A,3700 BLOCK VARSITY DR,ANN ARBOR,2021-04-14 00:00:00,FRAUD,-83.72539270099998,42.234597300000075
210017825,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,S MAIN ST & KOCH AVE,ANN ARBOR,2021-06-06 18:25:00,ASSAULT - SIMPLE,-83.74965319999995,42.27203219900008
210017825,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,S MAIN ST & KOCH AVE,ANN ARBOR,2021-06-06 18:25:00,DAMAGE TO PROPERTY,-83.74965319999995,42.27203219900008
210018011,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,200 BLOCK CHAPIN ST,ANN ARBOR,2021-06-07 13:30:00,LARCENY - ALL OTHER,-83.75636069999996,42.28349700000007
210017702,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,2400 BLOCK LAURELWOOD CIR,ANN ARBOR,2021-06-05 23:00:00,DAMAGE TO PROPERTY,-83.71274579899995,42.23230250100005
210017921,INTIMIDATION,1384,"COMPUTER/INTERNET USED FOR HARASSMENT, THREATS",A,2700 BLOCK ARROWWOOD TRL,ANN ARBOR,2021-06-07 00:45:00,INTIMIDATION / STALKING,-83.72826780099996,42.30814029900006
211000306,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,700 BLOCK MCKINLEY AVE,ANN ARBOR,2021-06-06 21:00:00,LARCENY - ALL OTHER,-83.74002189999999,42.26742139900006
210018147,ALL OTHER,7385,NUISANCE ORD - ILLEGAL DUMPING,B,500 BLOCK S DIVISION ST,ANN ARBOR,2021-06-08 12:00:00,OTHER - ORDINANCE VIOLATIONS,-83.74462789999995,42.27526830000005
210018215,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,1100 BLOCK W STADIUM BLVD,ANN ARBOR,2021-06-02 03:30:00,LARCENY - FROM AUTO (LFA),-83.76060669999998,42.26407690000008
210018118,FORCIBLE RAPE,1171,CSC IST DEGREE -PENETRATION PENIS/VAGINA,A,2200 BLOCK RIVENOAK CT,ANN ARBOR,2021-06-09 05:04:00,SEX OFFENSES - CSC,-83.76448179899995,42.30470380100007
210015044,BURGLARY/BREAKING & ENTERING,2204,B&E - BURGLARY - NO FORCED ENTRY - RESIDENCE- HOME INVASION,A,300 BLOCK E WILLIAM ST,ANN ARBOR,2021-05-15 23:07:30,BURGLARY - RESIDENTIAL,-83.74500399899995,42.27766000100007
211000308,BURGLARY/BREAKING & ENTERING,2299,BURGLARY -OTHER FORCED ENTRY,A,2000 BLOCK MEDFORD RD,ANN ARBOR,2021-06-04 00:00:00,BURGLARY - ALL OTHER,-83.71494100099994,42.25911200100006
210018168,ANIMAL CRUELTY,7201,ANIMAL-SIMPLE/GROSS NEGLECT,A,2700 BLOCK HIKONE RD,ANN ARBOR,2021-06-09 14:39:00,OTHER,-83.71184130099994,42.24356000000006
210018120,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,2200 BLOCK RIVENOAK CT,ANN ARBOR,2021-06-09 06:27:00,ASSAULT - AGGRAVATED,-83.76448179899995,42.30470380100007
210018094,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1000 BLOCK E ANN ST,ANN ARBOR,2021-06-08 23:17:00,ASSAULT - SIMPLE,-83.73605889999999,42.28203060000004
210013256,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,900 BLOCK GREENWOOD AVE,ANN ARBOR,2021-05-01 01:00:00,DAMAGE TO PROPERTY,-83.73782389899998,42.26956339900005
211000307,BURGLARY/BREAKING & ENTERING,2203,B&E - BURGLARY - FORCED ENTRY - NON-RESIDENCE,A,800 BLOCK FULLER ST,ANN ARBOR,2021-06-06 09:16:30,BURGLARY - ALL OTHER,-83.73908829999993,42.28591620000003
210011739,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,500 BLOCK E WASHINGTON ST,ANN ARBOR,2021-04-17 22:28:00,DAMAGE TO PROPERTY,-83.74257389899998,42.27997000000005
211000304,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1300 BLOCK S UNIVERSITY AVE,ANN ARBOR,2021-05-27 12:43:30,LARCENY - ALL OTHER,-83.73228229999995,42.27465160000003
210013741,ROBBERY,1209,ROBBERY - RESIDENCE - STRONG ARM,A,700 BLOCK MILLER AVE,ANN ARBOR,2021-05-04 10:00:00,ROBBERY,-83.75680509999995,42.284926400000074
210017320,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,2600 BLOCK S STATE ST,ANN ARBOR,2021-06-03 03:00:00,LARCENY - FROM AUTO (LFA),-83.73853640099998,42.24864880000007
210018256,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,300 BLOCK E LIBERTY ST,ANN ARBOR,2021-06-10 03:00:00,LARCENY - ALL OTHER,-83.74470229999997,42.27944350000007
210015890,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,2000 BLOCK S HURON PKWY,ANN ARBOR TWP,2021-05-22 01:46:00,LARCENY - ALL OTHER,-83.69572049899995,42.25671329900007
210018158,PORNOGRAPHY OBSCENE MATERIAL,3705,OBSCENE MATERIAL/PORNOGRAPHY -DISTRIBUTE,A,1500 BLOCK JONES DR,ANN ARBOR,2021-06-07 22:00:00,OBSCENITY,-83.73270789999998,42.29365070000006
210015344,SHOPLIFTING,3073,RETAIL FRAUD THEFT 1ST DEGREE,A,300 BLOCK BRIARWOOD CIR,ANN ARBOR,2021-05-18 15:01:00,LARCENY - RETAIL FRAUD,-83.74734699999999,42.23883999900005
210018137,BAD CHECKS,2693,UTTERING AND PUBLISHING CHECK,B,300 BLOCK E HURON ST,ANN ARBOR,2021-05-29 00:00:00,FRAUD,-83.74572750099998,42.28182970000006
210018317,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1100 BLOCK S MAPLE RD,ANN ARBOR,2021-06-10 15:56:00,LARCENY - ALL OTHER,-83.78023689899999,42.26842940000006
210018431,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,3800 BLOCK STONE SCHOOL RD,ANN ARBOR,2021-06-10 16:00:00,FRAUD,-83.72115889999998,42.23183190000003
211000282,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,1000 BLOCK S. STATE ST.,ANN ARBOR,2021-05-22 22:29:30,LARCENY - ALL OTHER,-83.74031239999994,42.269393800000046
211000312,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,700 BLOCK BRIARWOOD CIR,ANN ARBOR,2021-06-02 16:10:00,LARCENY - ALL OTHER,-83.74599350099999,42.241659800000036
210018338,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,3600 BLOCK PLYMOUTH RD,ANN ARBOR,2021-06-09 18:32:00,ASSAULT - AGGRAVATED,-83.69114279999997,42.30548710000005
210018504,ALL OTHER,4877,FLEEING OR ELUDING POLICE (PENAL CODE),B,E EISENHOWER PKWY & S STATE ST,ANN ARBOR,2021-06-12 00:13:00,OBSTRUCTING POLICE,-83.73925309999998,42.24378660000008
210018393,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,2400 BLOCK E STADIUM BLVD,ANN ARBOR,2021-06-11 02:15:00,LARCENY - ALL OTHER,-83.71223369999996,42.258553601000074
210018344,SHOPLIFTING,3074,RETAIL FRAUD THEFT 2ND DEGREE,A,3700 BLOCK WASHTENAW AVE,ANN ARBOR,2021-06-10 19:36:00,LARCENY - RETAIL FRAUD,-83.68619829999994,42.25700770000003
210018495,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,2600 BLOCK PACKARD RD,ANN ARBOR,2021-06-11 22:43:00,OBSTRUCTING JUSTICE,-83.71885509999998,42.24657940000003
210018478,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2800 BLOCK BUTTERNUT ST,ANN ARBOR,2021-06-11 20:50:00,ASSAULT - SIMPLE,-83.70523799999995,42.24314610000005
210018396,DISORDERLY CONDUCT,5311,DISORDERLY CONDUCT,B,300 BLOCK E HURON ST,ANN ARBOR TWP,2021-06-11 08:27:00,PUBLIC PEACE,-83.74572750099998,42.28182970000006
210018605,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1900 BLOCK W STADIUM BLVD,ANN ARBOR,2021-06-12 17:34:00,ASSAULT - SIMPLE,-83.77220460099994,42.26945210000008
210018711,ALL OTHER,5013,CONDITIONAL RELEASE VIOLATION,B,2600 BLOCK PLYMOUTH RD,ANN ARBOR,2021-06-13 13:57:00,OBSTRUCTING JUSTICE,-83.70932010099995,42.303174100000035
210018682,BURGLARY/BREAKING & ENTERING,2275,BURGLARY - UNOCCUPIED BUILDING OR OTHER STRUCTURE,A,1400 BLOCK E STADIUM BLVD,ANN ARBOR,2021-06-13 03:45:00,BURGLARY - ALL OTHER,-83.73217860099999,42.26039380000003
210018369,RUNAWAY,7070,RUNAWAY,B,1000 BLOCK PENNSYLVANIA AVE,ANN ARBOR,2021-06-10 22:45:00,MISSING PERSON / RUNAWAY,-83.77876770099994,42.26941510100005
210018568,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,900 BLOCK CHURCH ST,ANN ARBOR,2021-06-12 04:17:30,ASSAULT - SIMPLE,-83.73477509999998,42.27121510000006
210018292,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,2000 BLOCK S HURON PKWY,ANN ARBOR,2021-06-10 11:52:30,LARCENY - ALL OTHER,-83.69572049899995,42.25671329900007
210018163,ALL OTHER LARCENY,2309,LARCENY - FROM YARDS (GROUNDS SURROUNDING A BUILDING),A,600 BLOCK HIDDEN VALLEY CLUB DR,ANN ARBOR,2021-06-06 16:30:00,LARCENY - ALL OTHER,-83.74229519999994,42.246826500000054
210018713,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,300 BLOCK S STATE ST,ANN ARBOR,2021-06-13 14:20:00,LARCENY - RETAIL FRAUD,-83.74062079999999,42.27901510000004
211000317,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,100 BLOCK S STATE ST,ANN ARBOR,2021-06-12 23:15:00,LARCENY - ALL OTHER,-83.74016719999997,42.280682400000046
210018774,BURGLARY/BREAKING & ENTERING,2203,B&E - BURGLARY - FORCED ENTRY - NON-RESIDENCE,A,3300 BLOCK LORRAINE ST,ANN ARBOR,2021-06-12 05:14:00,BURGLARY - ALL OTHER,-83.69279339899998,42.23618260100005
210018672,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,1300 BLOCK HARPST ST,ANN ARBOR,2021-06-13 04:54:00,DAMAGE TO PROPERTY,-83.72997889999994,42.25601450100004
210018430,INTIMIDATION,1380,"TELEPHONE USED FOR HARASSMENT, THREATS",A,400 BLOCK BRIARWOOD CIR,ANN ARBOR,2021-06-11 12:00:00,INTIMIDATION / STALKING,-83.74303799999996,42.24190180000005
211000314,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,200 BLOCK BARTON DR,ANN ARBOR,2021-06-09 20:30:30,LARCENY - ALL OTHER,-83.74147429899995,42.30243880100005
210016468,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2903,DAMAGE TO PROPERTY - PUBLIC PROPERTY - MDOP,A,300 BLOCK E JEFFERSON ST,ANN ARBOR,2021-05-27 01:45:00,DAMAGE TO PROPERTY,-83.74562089999995,42.27598739900003
210018930,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,800 BLOCK BRIARWOOD CIR,ANN ARBOR,2021-06-11 14:00:00,FRAUD,-83.74541629999999,42.24027829900007
210018898,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,600 BLOCK ARGO DR,ANN ARBOR,2021-05-19 15:00:00,FRAUD,-83.73944099899995,42.295733100000064
210016135,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,800 BLOCK LAWRENCE ST,ANN ARBOR,2021-05-24 09:45:00,DAMAGE TO PROPERTY,-83.73935799999998,42.28376410000004
210016492,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2903,DAMAGE TO PROPERTY - PUBLIC PROPERTY - MDOP,A,400 BLOCK HAMILTON PL,ANN ARBOR,2021-05-27 07:00:00,DAMAGE TO PROPERTY,-83.74504279999996,42.27682529900005
210018562,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,800 BLOCK S STATE ST,ANN ARBOR,2021-06-12 11:46:30,ASSAULT - SIMPLE,-83.74080269999996,42.27170430000007
210018664,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,GREEN BRIER BLVD & GREEN RD,ANN ARBOR,2021-06-13 01:59:30,ASSAULT - SIMPLE,-83.69258269999995,42.29859470000008
210018067,FORCIBLE FONDLING,1178,CSC 4TH DEGREE -FORCIBLE CONTACT,A,CATHERINE ST & N FOURTH AVE,ANN ARBOR,2021-06-08 16:48:00,SEX OFFENSES - CSC,-83.74715959999997,42.28322200100007
210018067,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,CATHERINE ST & N FOURTH AVE,ANN ARBOR,2021-06-08 16:48:00,ASSAULT - AGGRAVATED,-83.74715959999997,42.28322200100007
210018752,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3000 BLOCK JACKSON RD,ANN ARBOR,2021-06-14 00:02:30,ASSAULT - SIMPLE,-83.80015039999995,42.28521390000003
210018967,ALL OTHER,5013,CONDITIONAL RELEASE VIOLATION,B,0 BLOCK CARROT WAY,ANN ARBOR,2021-06-15 23:40:00,OBSTRUCTING JUSTICE,-83.72743669999994,42.316930600000035
210018920,INTIMIDATION,1316,INTIMIDATION (ALSO INCLUDES INTERFERING WITH 911 CALL),A,800 BLOCK S MAPLE RD,ANN ARBOR,2021-06-15 15:15:00,INTIMIDATION / STALKING,-83.78054819999994,42.270881700000075
210019023,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,BRAEBURN CIR & E ELLSWORTH RD,ANN ARBOR,2021-06-14 12:00:00,ASSAULT - SIMPLE,-83.70640759999998,42.23017040000008
210018901,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,2200 BLOCK HARDYKE CT,ANN ARBOR,2021-06-15 04:00:00,LARCENY - FROM AUTO (LFA),-83.71400239999997,42.23255800000004
210018912,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,500 BLOCK WAYMARKET DR,ANN ARBOR,2021-06-15 14:51:00,DAMAGE TO PROPERTY,-83.75533309999997,42.242984500000034
211000324,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,"300 BLOCK SOUTH DIVISION STREET, APT 8",ANN ARBOR,2021-06-09 14:30:00,LARCENY - ALL OTHER,-83.74386029999994,42.27892790000004
210012913,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,1500 BLOCK BROADWAY ST,ANN ARBOR,2021-04-28 19:24:00,ASSAULT - AGGRAVATED,-83.73132309899995,42.29292200000003
210018837,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1300 BLOCK WISTERIA DR,ANN ARBOR,2021-06-14 21:08:00,ASSAULT - SIMPLE,-83.73270079999998,42.258348400000045
210018803,AGGRAVATED ASSAULT,1301,AGG/FEL ASSAULT - FAMILY - GUN - DOMESTIC,A,3000 BLOCK BRAEBURN CIR,ANN ARBOR,2021-06-14 13:36:00,ASSAULT - AGGRAVATED,-83.70849740099999,42.23498500000005
210019013,ALL OTHER LARCENY,2309,LARCENY - FROM YARDS (GROUNDS SURROUNDING A BUILDING),A,2000 BLOCK PAULINE BLVD,ANN ARBOR,2021-06-10 10:00:00,LARCENY - ALL OTHER,-83.77528259999997,42.26778440000004
210018086,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,800 BLOCK MONROE ST,ANN ARBOR,2021-06-03 18:21:00,LARCENY - ALL OTHER,-83.73945229999998,42.273326799000074
210018086,HACKING/COMPUTER INVASION FRAUD,2696,COMPUTER HACKING,A,800 BLOCK MONROE ST,ANN ARBOR,2021-06-03 18:21:00,OTHER,-83.73945229999998,42.273326799000074
211000313,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,"1000 BLOCK S FOREST AVE, APT 109",ANN ARBOR,2021-06-08 16:00:00,LARCENY - ALL OTHER,-83.73278040099996,42.27022910000005
210018992,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,2900 BLOCK BIRCH HOLLOW DR,ANN ARBOR,2021-06-14 22:00:00,LARCENY - FROM AUTO (LFA),-83.72226069999994,42.23849790000003
210018938,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,2200 BLOCK HEMLOCK CT,ANN ARBOR,2021-06-15 04:00:00,LARCENY - FROM AUTO (LFA),-83.71028249899996,42.23238750000007
211000326,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1500 BLOCK WASHTENAW AVE,ANN ARBOR,2021-06-15 04:00:00,LARCENY - ALL OTHER,-83.72877269899999,42.27416380100004
210019004,ALL OTHER,5005,"CONTEMPT OF COURT (PPO VIOLATION, ETC)",B,E WASHINGTON ST & S MAIN ST,ANN ARBOR,2021-06-15 18:00:00,OBSTRUCTING JUSTICE,-83.74855219999995,42.280490601000054
210019044,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,200 BLOCK S STATE ST,ANN ARBOR,2021-06-16 16:32:00,LARCENY - ALL OTHER,-83.74027089999998,42.279326500000025
210013695,DISORDERLY CONDUCT,5311,DISORDERLY CONDUCT,B,1200 BLOCK S UNIVERSITY AVE,ANN ARBOR,2021-05-04 16:24:00,PUBLIC PEACE,-83.73383389999998,42.275014200000044
